,authors,title,titlelink,journal,year
46,"C Gani, S Boeke, H McNair, J Ehlers, M Nachbar, D Mönnich, A Stolte, ...","Marker-less online MR-guided stereotactic body radiotherapy of liver metastases at a 1.5 T MR-Linac–Feasibility, workflow data and patient acceptance",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:7T2F9Uy0os0C,"Clinical and translational radiation oncology 26, 55-61",2021
47,"T Küstner, J Pan, C Gilliam, H Qi, G Cruz, K Hammernik, B Yang, T Blu, ...",Deep-learning based motion-corrected image reconstruction in 4D magnetic resonance imaging of the body trunk,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:tzM49s52ZIMC,2020 Asia-Pacific Signal and Information Processing Association Annual …,2020
48,"CP Reinert, S Gatidis, J Sekler, H Dittmann, C Pfannenberg, C la Fougère, ...",Clinical and prognostic value of tumor volumetric parameters in melanoma patients undergoing 18 F-FDG-PET/CT: A comparison with serologic markers of tumor burden and inflammation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:ZuybSZzF8UAC,"Cancer Imaging 20 (1), 1-13",2020
49,"K Armanious, T Hepp, T Küstner, H Dittmann, K Nikolaou, C La Fougère, ...",Independent attenuation correction of whole body [18F] FDG-PET using a deep learning approach with Generative Adversarial Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:LjlpjdlvIbIC,"EJNMMI research 10 (1), 1-9",2020
50,"RM Perl, A Häring, MS Horger, C Pfannenberg, S Gatidis",Paraneoplastic syndrome in undifferentiated embryonic sarcoma of the liver,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:AXPGKjj_ei8C,"EJNMMI research 10 (1), 1-5",2020
51,"T Hepp, M Fischer, MT Winkelmann, S Baldenhofer, T Kuestner, ...",Fully automated segmentation and shape analysis of the thoracic aorta in non–contrast-enhanced magnetic resonance images of the German National Cohort Study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:9vf0nzSNQJEC,"Journal of Thoracic Imaging 35 (6), 389-398",2020
52,"S Böke, RM Winter, M Nachbar, K Clasen, C Gani, A Stolte, J Boldt, ...",Serial DWI in HNC treated on a 1.5 T MR-Linac and benchmark to a reference 3 T diagnostic MR-scanner,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:uJ-U7cs_P_0C,"Radiotherapy and Oncology 152, S927-S928",2020
53,"T Küstner, T Hepp, M Fischer, M Schwartz, A Fritsche, HU Häring, ...",Fully automated and standardized segmentation of adipose tissue compartments via deep learning in 3D whole-body MRI of epidemiologic cohort studies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:PR6Y55bgFSsC,Radiology: Artificial Intelligence 2 (6),2020
54,"K Armanious, V Kumar, S Abdulatif, T Hepp, S Gatidis, B Yang",ipA-MedGAN: Inpainting of arbitrary regions in medical imaging,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:VL0QpB8kHFEC,"2020 IEEE international conference on image processing (ICIP), 3005-3009",2020
55,"J Senapati, AG Roy, S Pölsterl, D Gutmann, S Gatidis, C Schlett, A Peters, ...",Bayesian Neural Networks for Uncertainty Estimation of Imaging Biomarkers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:UHK10RUVsp4C,"International Workshop on Machine Learning in Medical Imaging, 270-280",2020
56,"S Kaufmann, S Kruck, S Gatidis, T Hepp, WM Thaiss, J Hennenlotter, ...",Simultaneous whole-body PET/MRI with integrated multiparametric MRI for primary staging of high-risk prostate cancer,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:WA5NYHcadZ8C,"World journal of urology 38 (10), 2513-2521",2020
57,"SS Walter, J Rothard, M Notohamiprodjo, M Keil, P Martirosian, S Gatidis, ...",Improving echo-planar imaging-based diffusion weighted imaging of the head and neck using local shim coils,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:_Ybze24A_UAC,Hellenic Journal οf Radiology 5 (3),2020
58,AG Vorstand der Interdisziplinären,Konsensusempfehlung zur strukturierten Befunderstellung onkologischer PET-Hybridbildgebung,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:ye4kPcJQO24C,RöFo-Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden …,2020
59,"AJ Theruvath, F Siedek, AM Muehe, J Garcia-Diaz, J Kirchner, O Martin, ...",Therapy response assessment of pediatric tumors with whole-body diffusion-weighted MRI and FDG PET/MRI,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:5awf1xo2G04C,"Radiology 296 (1), 143",2020
60,"T Derlin, S Gatidis, BJ Krause, G Antoch, J Kotzerke, D Pinto Dos Santos, ...",Structured reporting in oncologic hybrid imaging: a consensus recommendation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:N5tVd3kTz84C,"Nuklearmedizin. Nuclear Medicine 59 (4), 288-293",2020
61,"K Clasen, S Leibfarth, FJ Hilke, J Admard, RM Winter, S Welz, S Gatidis, ...",PET/MRI and genetic intrapatient heterogeneity in head and neck cancers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:tkaPQYYpVKoC,"Strahlentherapie und Onkologie 196 (6), 542-551",2020
62,"JF Schäfer, I Tsiflikas, M Esser, H Dittmann, B Bender, S Gatidis",Kombinierte Positronenemissions-Magnetresonanztomographie (PET/MRT) bei Kindern und Jugendlichen,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:1yQoGdGgb4wC,"Monatsschrift Kinderheilkunde 168 (5), 416-426",2020
63,"JF Schaefer, I Tsiflikas, M Esser, H Dittmann, B Bender, S Gatidis",Combined positron emission tomography and magnetic resonance imaging (PET/MRI) in children and adolescents,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:dTyEYWd-f8wC,"MONATSSCHRIFT KINDERHEILKUNDE 168 (5), 416-426",2020
64,"K Armanious, A Tanwar, S Abdulatif, T Küstner, S Gatidis, B Yang",Unsupervised adversarial correction of rigid MR motion artifacts,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7vCEi-gAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=7vCEi-gAAAAJ:mvPsJ3kp5DgC,"2020 IEEE 17th International Symposium on Biomedical Imaging (ISBI), 1494-1498",2020
